Company Name,Website,Company Linkedin Url,Annual Revenue,Industry,Segmented Industry ,Product/ Service/ Offering,Company Country,Remarks,Category_Gemini,Category_Claude
"Honeycutt Aviation, Inc.",http://www.honeycuttaviation.com,http://www.linkedin.com/company/honeycutt-aviation-inc,100000000,aviation & aerospace,,,United States,,,
Honeywell Home,http://www.honeywellhome.com,,800000000,,,,United States,,,
Honeywell UOP,http://www.uop.com,http://www.linkedin.com/company/uop,200000000,oil & energy,,,United States,,,
Honigman LLP,http://www.honigman.com,http://www.linkedin.com/company/honigman-llp,312916000,law practice,,,United States,,,
Honolulu Cookie Company,http://www.honolulucookie.com,http://www.linkedin.com/company/honolulu-cookie-company,100000000,retail,,,United States,,,
Honolulu Police Department,http://www.joinhonolulupd.org,http://www.linkedin.com/company/honolulu-police-department,275482000,government administration,,,United States,,,
Honor Credit Union,http://www.honorcu.com,http://www.linkedin.com/company/honor-credit-union,162200000,banking,,,United States,,,
Honsador Lumber,http://www.honsador.com,http://www.linkedin.com/company/honsador-lumber,151400000,building materials,,,United States,,,
Honstein Oil,http://www.honsteinoil.com,http://www.linkedin.com/company/honstein-oil,300000000,oil & energy,,,United States,,,
Hoober Inc.,http://www.hoober.com,http://www.linkedin.com/company/hoober-inc,150000000,farming,,,United States,,,
"Hood Industries, Inc.",http://www.hoodindustries.com,http://www.linkedin.com/company/hood-industries-inc,809000000,paper & forest products,,,United States,,,
Hood Packaging Corporation,http://www.hoodpkg.com,http://www.linkedin.com/company/hood-packaging,729800000,packaging & containers,,,United States,,,
"HOOGLAND FOODS, LLC",http://www.familyvideo.com,http://www.linkedin.com/company/hoogland-foods-llc,450000000,,,,United States,,,
Hooker Furnishings Corporation,http://www.hookerfurnishings.com,http://www.linkedin.com/company/hooker-furnishings-corporation,389209000,furniture,,,United States,,,
Hooker Furniture Corp.,http://www.hookerfurniture.com,,389209000,,,,United States,,,
"Hoopaugh Grading Company, LLC",http://www.hoopaughgrading.com,http://www.linkedin.com/company/hoopaugh-grading-llc.,112663000,construction,,,United States,,,
Hoosier Electric,http://www.hepn.com,http://www.linkedin.com/company/hoosier-electric,,,,,United States,,,
Hoosier Hills Credit Union,http://www.hoosierhills.com,http://www.linkedin.com/company/hoosier-hills-credit-union,554200000,financial services,,,United States,,,
Hoosier Lottery,http://www.hoosierlottery.com,http://www.linkedin.com/company/hoosier-lottery,1740000000,,,,United States,,,
Hoosier Racing Tire Corp.,http://www.hoosiertire.com,http://www.linkedin.com/company/hoosier-racing-tire-corp.,181250000,automotive,,,United States,,,
Hooters of America,http://www.hooters.com,http://www.linkedin.com/company/hooters-of-america,1200000000,restaurants,,,United States,,,
Hoover City Schools,http://www.hoovercityschools.net,http://www.linkedin.com/company/hoover-city-schools,230000000,government administration,,,United States,,,
"Hoover Institution, Stanford University",http://www.hoover.org,http://www.linkedin.com/company/hoover-institution-at-stanford-university,104600000,think tanks,,,United States,,,
HOP Energy LLC,http://www.hopenergy.com,http://www.linkedin.com/company/hop-energy,100000000,oil & energy,,,United States,,,
Hop Hing,http://www.hophing.com,http://www.linkedin.com/company/hop-hing,243432000,food & beverages,,,United States,,,
Hopdoddy Burger Bar,http://www.hopdoddy.com,http://www.linkedin.com/company/hopdoddy-burger-bar,150000000,restaurants,,,United States,,,
Hope Ave.,http://www.downeaststyle.com,http://www.linkedin.com/company/hope-ave,106000000,apparel & fashion,,,United States,,,
Hope Bancorp Inc,http://www.ir-hopebancorp.com,http://www.linkedin.com/company/hope-bancorp-inc,964945000,banking,,,United States,,,
HOPE CLINIC OF ROSS COUNTY INC,http://www.hopeclinicfree.org,http://www.linkedin.com/company/hope-clinic-of-ross-county-inc,276680000,hospital & health care,,,United States,,,
Hope College,http://www.hope.edu,http://www.linkedin.com/school/hope-college,180000000,higher education,,,United States,,,
Hope Cooperative,http://www.hopecoop.org,http://www.linkedin.com/company/hopecooperative-tlcs,300779000,mental health care,,,United States,,,
Hope Health Ellis County,http://www.hopehealthtx.org,http://www.linkedin.com/company/hopehealthelliscounty,526783000,hospital & health care,,,United States,,,
Hope Network,http://www.hopenetwork.org,http://www.linkedin.com/company/hopenetworkmi,176642000,individual & family services,,,United States,,,
Hope of the Valley Rescue Mission,,http://www.linkedin.com/company/hope-of-the-valley-rescue-mission,119352000,nonprofit organization management,,,United States,,,
Hopebridge,http://www.hopebridge.com,http://www.linkedin.com/company/hopebridge-autism-therapy-centers,567000000,mental health care,,,United States,,,
Hopedale Community House Inc,http://www.hopedalecommunityhouse.org,http://www.linkedin.com/company/hopedale-community-house-inc,148448000,,,,United States,,,
Hopewell Valley Regional School District,http://www.hvrsd.org,http://www.linkedin.com/company/hopewell-valley-regional-school-district,105869000,government administration,,,United States,,,
"HOPPECKE Batteries, Inc.",http://www.hoppecke-us.com,,,,,,United States,,,
Horace Mann,http://www.horacemann.com,http://www.linkedin.com/company/horace-mann,1578900000,,,,United States,,,
HORI USA Inc.,http://www.horiusa.com,http://www.linkedin.com/company/hori,148000000,electrical/electronic manufacturing,,,United States,,,
Horizon Air Freight,http://www.haf.com,http://www.linkedin.com/company/horizon-air-freight,135000000,maritime,,,United States,,,
Horizon Bank,http://www.horizon.bank,http://www.linkedin.com/company/horizonbanktexas,186190000,banking,,,United States,,,
Horizon Bank,http://www.horizonbank.com,http://www.linkedin.com/company/horizon-bank_3,365889000,banking,,,United States,,,
Horizon Farm Credit,http://www.horizonfc.com,http://www.linkedin.com/company/horizon-farm-credit,123400000,financial services,,,United States,,,
Horizon Federal Credit Union,http://www.horizonfcu.org,http://www.linkedin.com/company/horizon-federal-credit-union,323334000,banking,,,United States,,,
Horizon Global,http://www.horizonglobal.com,http://www.linkedin.com/company/horizon-global,782120000,automotive,,,United States,,,
Horizon Group USA,http://www.horizongroupusa.com,http://www.linkedin.com/company/horizon-group-usa,130800000,mechanical or industrial engineering,,,United States,,,
Horizon Health Corporation,http://www.horizonhealth.com,http://www.linkedin.com/company/horizon-health,412000000,hospital & health care,,,United States,,,
Horizon Hvac,http://www.horizonservicesinc.com,http://www.linkedin.com/company/horizon-hvac,255000000,facilities services,,,United States,,,
Horizon Next,http://www.horizon-next.com,http://www.linkedin.com/company/horizon-next.com,1700000000,,,,United States,,,
Horizon Retail Construction,http://www.horizonretail.com,http://www.linkedin.com/company/horizon-retail-construction,148580000,construction,,,United States,,,
Horizon Technology Finance,http://www.horizontechfinance.com,http://www.linkedin.com/company/horizon-technology-finance-corporation,100766000,venture capital & private equity,,,United States,,,
Horizon Vending Group,http://www.fivestarbreaktime.com,http://www.linkedin.com/company/fivestarbreaktime,1000000000,food & beverages,,,United States,,,
Horizontal,http://www.horizontal.com,http://www.linkedin.com/company/horizontalinc,161500000,information technology & services,,,United States,,,
Horizontal Digital,http://www.horizontaldigital.com,http://www.linkedin.com/company/horizontal-digital,161500000,information technology & services,,,United States,,,
Horizontal Talent,http://www.horizontaltalent.com,http://www.linkedin.com/company/horizontal-talent,100000000,staffing & recruiting,,,United States,,,
Horn Group,http://www.101mont.com,http://www.linkedin.com/company/horn-group,195000000,public relations & communications,,,United States,,,
Hornady Mfg Company,,http://www.linkedin.com/company/hornady-mfg-company,250000000,sporting goods,,,United States,,,
Hornbacher's,http://www.hornbachers.com,http://www.linkedin.com/company/hornbacher's,121000000,food & beverages,,,United States,,,
HORNBECK OFFSHORE®,http://www.hornbeckoffshore.com,http://www.linkedin.com/company/hornbeck-offshore,224400000,maritime,,,United States,,,
Hornblower Group,http://www.hornblowercorp.com,http://www.linkedin.com/company/hornblower-group,450000000,"leisure, travel & tourism",,,United States,,,
HORNE,http://www.horne.com,http://www.linkedin.com/company/horne,350500000,professional training & coaching,,,United States,,,
Horry County Government,http://www.horrycountysc.gov,http://www.linkedin.com/company/horrycountygovernment,827000000,government administration,,,United States,,,
HORRY COUNTY SCHOOLS,http://www.horrycountyschools.net,http://www.linkedin.com/company/horry-county-schools,1040000000,,,,United States,,,
Horsehead Holding Corp,http://www.horsehead.net,,682987000,,,,United States,,,
"Horton, Inc.",http://www.hortonww.com,http://www.linkedin.com/company/horton-inc.,1000000000,transportation/trucking/railroad,,,United States,,,
Hortonworks,http://www.hortonworks.com,http://www.linkedin.com/company/hortonworks,261800000,information technology & services,,,United States,,,
Horwitz,http://www.horwitzllc.com,http://www.linkedin.com/company/horwitzllc,246900000,construction,,,United States,,,
"Hoskin & Muir, Inc",http://www.hmicardinal.com,,130000000,,,,United States,,,
Hoskin Ryan | A Huitt-Zollars Company,,http://www.linkedin.com/company/hoskinryan,101000000,,,,United States,,,
"Hospicelink, Network Medical, LLC",http://www.hospicelink.com,,206000000,,,,United States,,,
Hospital,http://www.lawrencegeneral.org,http://www.linkedin.com/company/ahospital,315270000,hospital & health care,,,United States,,,
Hospital for Special Care,http://www.hfsc.org,http://www.linkedin.com/company/hospital-for-special-care,750000000,hospital & health care,,,United States,,,
Hospital Pharmacist Jobs,http://www.hospitalpharmacistjobs.com,http://www.linkedin.com/company/hospital-pharmacist-jobs,500000000,human resources,,,United States,,,
Hospital Physician Partners,http://www.schumacherclinical.com,http://www.linkedin.com/company/hospital-physician-partners,,hospital & health care,,,United States,,,
Hospital Shared Security Svcs,http://www.hss-us.com,http://www.linkedin.com/company/hospital-shared-security-svcs,200000000,hospital & health care,,,United States,,,
Hospitality America,http://www.hospitalityamerica.com,http://www.linkedin.com/company/hospitality-america,100000000,hospitality,,,United States,,,
Hospitality Investors Trust,http://www.hitreit.com,http://www.linkedin.com/company/hitreit,608182000,hospitality,,,United States,,,
Hospitality Marketing Concepts,http://www.hmcloyalty.com,http://www.linkedin.com/company/hospitality-marketing-concepts,140000000,hospitality,,,United States,,,
Hospitality Solutions,http://www.sabrehospitality.com,http://www.linkedin.com/company/synxis-hospitality-solutions,250000000,hospitality,,,United States,,,
"Host Healthcare, Inc.",http://www.hosthealthcare.com,http://www.linkedin.com/company/host-healthcare-inc-,404800000,hospital & health care,,,United States,,,
Hosteeva,http://www.hosteeva.com,http://www.linkedin.com/company/hosteeva,250000000,hospitality,,,United States,,,
Hostess Brands,http://www.hostesscakes.com,http://www.linkedin.com/company/hostessbrands,1358207000,,,,United States,,,
Hostgator.com,http://www.hostgator.com,http://www.linkedin.com/company/hostgator-com,120000000,information technology & services,,,United States,,,
Hostway,http://www.hostway.com,http://www.linkedin.com/company/hostway-corporation,150000000,information technology & services,,,United States,,,
Hot 8 Yoga,http://www.hot8yoga.com,http://www.linkedin.com/company/hot-8-yoga,117100000,"health, wellness & fitness",,,United States,,,
"Hot Line Construction, Inc.",,http://www.linkedin.com/company/hot-line-construction-inc-,264550000,construction,,,United States,,,
Hot North Chicken LLC,,http://www.linkedin.com/company/hot-north-chicken-llc,,,,,United States,,,
Hote Group,http://www.trg-realty.com,http://www.linkedin.com/company/the-rosemond-group-realty,250000000,real estate,,,United States,,,
Hotel Arista at CityGate Centre,http://www.hotelarista.com,,130000000,,,,United States,,,
Hotel del Coronado,http://www.hoteldel.com,http://www.linkedin.com/company/hotel-del-coronado,303300000,hospitality,,,United States,,,
Hotel Elysee by Library Hotel Collection,http://www.elyseehotel.com,http://www.linkedin.com/company/hotel-elysee-nyc,601900000,hospitality,,,United States,,,
